IP地址	端口	回源端口	TLS	数据中心	地区	国家	城市	TCP延迟(ms)	速度(MB/s)
16.16.196.198	443	443	true	CPH	Europe	DK	Copenhagen	332	10.13
16.16.149.10	443	443	true	CPH	Europe	DK	Copenhagen	391	10.11
13.49.183.212	443	443	true	CPH	Europe	DK	Copenhagen	237	10.10
13.53.243.107	443	443	true	CPH	Europe	DK	Copenhagen	262	10.09
13.48.28.203	443	443	true	CPH	Europe	DK	Copenhagen	295	10.09
16.16.195.211	443	443	true	CPH	Europe	DK	Copenhagen	210	10.08
13.51.238.87	443	443	true	ARN	Europe	SE	Stockholm	323	10.07
16.16.203.150	443	443	true	CPH	Europe	DK	Copenhagen	355	10.05
13.53.76.175	443	443	true	CPH	Europe	DK	Copenhagen	257	10.03
13.50.240.87	443	443	true	CPH	Europe	DK	Copenhagen	301	10.03
13.51.195.36	443	443	true	AMS	Europe	NL	Amsterdam	202	9.98
16.16.127.130	443	443	true	CPH	Europe	DK	Copenhagen	276	9.97
16.16.100.193	443	443	true	AMS	Europe	NL	Amsterdam	283	9.97
13.53.206.75	443	443	true	CPH	Europe	DK	Copenhagen	257	9.96
13.48.175.183	2053	443	true	ARN	Europe	SE	Stockholm	372	9.96
13.50.110.48	443	443	true	CPH	Europe	DK	Copenhagen	302	9.93
13.49.231.150	443	443	true	CPH	Europe	DK	Copenhagen	242	9.91
13.49.222.28	443	443	true	ARN	Europe	SE	Stockholm	295	9.89
13.61.72.158	443	443	true	ARN	Europe	SE	Stockholm	304	9.88
13.50.109.241	443	443	true	CPH	Europe	DK	Copenhagen	301	9.85
13.50.13.111	443	443	true	CPH	Europe	DK	Copenhagen	247	9.84
16.16.210.121	443	443	true	CPH	Europe	DK	Copenhagen	265	9.81
13.50.110.244	443	443	true	CPH	Europe	DK	Copenhagen	225	9.80
13.53.85.205	443	443	true	ARN	Europe	SE	Stockholm	278	9.77
16.16.128.219	443	443	true	CPH	Europe	DK	Copenhagen	284	9.77
16.16.167.106	443	443	true	CPH	Europe	DK	Copenhagen	260	9.74
16.16.160.162	443	443	true	CPH	Europe	DK	Copenhagen	194	9.73
16.16.122.173	443	443	true	CPH	Europe	DK	Copenhagen	288	9.71
13.53.243.52	443	443	true	CPH	Europe	DK	Copenhagen	256	9.71
16.16.124.68	443	443	true	CPH	Europe	DK	Copenhagen	327	9.70
16.170.133.71	443	443	true	CPH	Europe	DK	Copenhagen	266	9.69
16.16.179.2	443	443	true	CPH	Europe	DK	Copenhagen	275	9.68
13.53.38.113	443	443	true	AMS	Europe	NL	Amsterdam	184	9.65
16.16.70.9	443	443	true	CPH	Europe	DK	Copenhagen	215	9.65
16.16.205.221	443	443	true	CPH	Europe	DK	Copenhagen	243	9.60
13.50.101.181	443	443	true	CPH	Europe	DK	Copenhagen	214	9.58
16.16.127.231	443	443	true	CPH	Europe	DK	Copenhagen	262	9.54
16.16.255.192	443	443	true	CPH	Europe	DK	Copenhagen	266	9.51
13.53.81.150	2083	443	true	ARN	Europe	SE	Stockholm	241	9.48
13.51.55.31	443	443	true	ARN	Europe	SE	Stockholm	243	9.37
16.16.128.254	443	443	true	CPH	Europe	DK	Copenhagen	332	9.33
13.50.173.22	8443	443	true	ARN	Europe	SE	Stockholm	335	9.29
16.16.210.149	443	443	true	CPH	Europe	DK	Copenhagen	246	9.25
16.16.179.250	443	443	true	CPH	Europe	DK	Copenhagen	393	9.23
16.16.220.254	443	443	true	CPH	Europe	DK	Copenhagen	245	9.17
13.49.80.142	443	443	true	ARN	Europe	SE	Stockholm	266	9.14
16.16.100.72	443	443	true	CPH	Europe	DK	Copenhagen	189	9.13
16.16.252.86	443	443	true	CPH	Europe	DK	Copenhagen	202	9.12
16.16.251.35	443	443	true	CPH	Europe	DK	Copenhagen	244	9.11
16.16.114.102	8443	443	true	ARN	Europe	SE	Stockholm	243	9.10
16.170.136.116	2083	443	true	CPH	Europe	DK	Copenhagen	223	9.06
16.16.192.131	443	443	true	CPH	Europe	DK	Copenhagen	389	8.97
13.212.88.110	443	443	true	SIN	Asia Pacific	SG	Singapore	328	8.79
16.16.214.18	443	443	true	CPH	Europe	DK	Copenhagen	240	8.74
13.56.14.114	80	443	true	SJC	North America	US	San Jose	314	8.55
13.56.139.126	80	443	true	SJC	North America	US	San Jose	279	8.55
13.56.81.55	80	443	true	SJC	North America	US	San Jose	318	8.55
13.57.6.142	80	443	true	SJC	North America	US	San Jose	232	8.54
16.16.203.216	443	443	true	CPH	Europe	DK	Copenhagen	269	8.51
13.56.250.182	80	443	true	SJC	North America	US	San Jose	295	8.49
13.56.210.252	80	443	true	SJC	North America	US	San Jose	211	8.42
16.16.114.102	2053	443	true	ARN	Europe	SE	Stockholm	281	8.35
16.16.203.139	443	443	true	CPH	Europe	DK	Copenhagen	275	8.24
13.57.241.143	80	443	true	SJC	North America	US	San Jose	222	7.99
13.48.245.19	443	443	true	ARN	Europe	SE	Stockholm	260	7.78
13.58.186.58	443	443	true	YYZ	North America	CA	Toronto	369	7.64
15.157.59.78	8443	443	true	YUL	North America	CA	Montréal	303	7.46
18.170.225.219	2087	443	true	LHR	Europe	GB	London	295	7.45
15.157.59.78	2053	443	true	YUL	North America	CA	Montréal	270	7.43
15.157.170.7	443	443	true	YUL	North America	CA	Montréal	275	7.36
15.157.188.42	443	443	true	YUL	North America	CA	Montréal	269	7.28
13.58.97.196	443	443	true	YYZ	North America	CA	Toronto	332	7.21
13.59.207.184	443	443	true	YYZ	North America	CA	Toronto	308	7.10
13.58.235.188	443	443	true	YYZ	North America	CA	Toronto	375	7.03
15.157.191.26	443	443	true	YUL	North America	CA	Montréal	296	6.93
13.58.71.205	443	443	true	YYZ	North America	CA	Toronto	396	6.93
13.58.21.184	443	443	true	YYZ	North America	CA	Toronto	389	6.93
13.58.101.121	443	443	true	YYZ	North America	CA	Toronto	247	6.90
15.157.169.53	443	443	true	YUL	North America	CA	Montréal	288	6.89
13.58.158.249	443	443	true	YYZ	North America	CA	Toronto	291	6.87
15.157.168.17	443	443	true	YUL	North America	CA	Montréal	308	6.82
15.157.189.64	443	443	true	YUL	North America	CA	Montréal	295	6.75
15.156.69.238	443	443	true	YUL	North America	CA	Montréal	256	6.64
15.156.61.236	443	443	true	YUL	North America	CA	Montréal	343	6.61
13.58.217.129	443	443	true	YYZ	North America	CA	Toronto	382	6.60
15.223.179.1	443	443	true	YUL	North America	CA	Montréal	285	6.60
15.223.39.79	443	443	true	YUL	North America	CA	Montréal	252	6.59
15.156.74.185	443	443	true	YUL	North America	CA	Montréal	290	6.58
15.156.71.106	443	443	true	YUL	North America	CA	Montréal	299	6.58
15.222.35.160	443	443	true	YUL	North America	CA	Montréal	262	6.57
15.157.189.106	443	443	true	YUL	North America	CA	Montréal	348	6.57
15.157.192.41	443	443	true	YUL	North America	CA	Montréal	306	6.55
15.156.58.181	443	443	true	YUL	North America	CA	Montréal	326	6.55
15.156.58.152	443	443	true	YUL	North America	CA	Montréal	325	6.53
15.156.62.105	443	443	true	YUL	North America	CA	Montréal	305	6.52
15.157.191.170	443	443	true	YUL	North America	CA	Montréal	274	6.51
13.54.198.183	443	443	true	SYD	Oceania	AU	Sydney	363	6.50
15.156.66.13	443	443	true	YUL	North America	CA	Montréal	314	6.50
15.223.33.26	443	443	true	YUL	North America	CA	Montréal	273	6.50
15.156.85.213	443	443	true	YUL	North America	CA	Montréal	258	6.49
15.156.79.216	443	443	true	YUL	North America	CA	Montréal	256	6.47
15.156.61.153	443	443	true	YUL	North America	CA	Montréal	314	6.45
15.157.192.34	443	443	true	YUL	North America	CA	Montréal	298	6.45
13.59.165.233	443	443	true	YYZ	North America	CA	Toronto	349	6.45
15.156.73.142	443	443	true	YUL	North America	CA	Montréal	264	6.41
15.156.62.128	443	443	true	YUL	North America	CA	Montréal	308	6.40
15.222.37.74	443	443	true	YUL	North America	CA	Montréal	373	6.39
15.156.97.79	443	443	true	YUL	North America	CA	Montréal	287	6.39
13.59.196.228	443	443	true	YYZ	North America	CA	Toronto	275	6.39
15.156.74.221	443	443	true	YUL	North America	CA	Montréal	253	6.38
15.156.78.208	443	443	true	YUL	North America	CA	Montréal	304	6.32
15.156.64.193	443	443	true	YUL	North America	CA	Montréal	265	6.30
15.222.20.184	443	443	true	YUL	North America	CA	Montréal	337	6.28
15.156.78.116	443	443	true	YUL	North America	CA	Montréal	352	6.27
15.222.29.255	443	443	true	YUL	North America	CA	Montréal	318	6.26
15.156.97.186	443	443	true	YUL	North America	CA	Montréal	308	6.24
15.156.88.164	443	443	true	YUL	North America	CA	Montréal	292	6.23
15.156.68.72	443	443	true	YUL	North America	CA	Montréal	254	6.21
15.156.76.145	443	443	true	YUL	North America	CA	Montréal	260	6.21
15.156.73.107	443	443	true	YUL	North America	CA	Montréal	305	6.21
15.157.169.17	443	443	true	YUL	North America	CA	Montréal	453	6.20
15.156.68.93	443	443	true	YUL	North America	CA	Montréal	260	6.16
15.222.30.77	443	443	true	YUL	North America	CA	Montréal	323	6.12
15.156.58.99	443	443	true	YUL	North America	CA	Montréal	359	6.10
13.59.220.12	443	443	true	YYZ	North America	CA	Toronto	334	6.08
15.222.32.7	443	443	true	YUL	North America	CA	Montréal	273	6.07
15.222.36.42	443	443	true	YUL	North America	CA	Montréal	267	6.03
13.212.92.58	443	443	true	SIN	Asia Pacific	SG	Singapore	221	6.02
15.156.84.65	443	443	true	YUL	North America	CA	Montréal	295	6.01
15.156.88.114	443	443	true	YUL	North America	CA	Montréal	304	6.00
15.156.79.122	443	443	true	YUL	North America	CA	Montréal	256	6.00
15.222.29.23	443	443	true	YUL	North America	CA	Montréal	347	5.98
15.222.35.9	443	443	true	YUL	North America	CA	Montréal	334	5.95
15.156.77.231	443	443	true	YUL	North America	CA	Montréal	253	5.95
13.59.148.140	443	443	true	YYZ	North America	CA	Toronto	254	5.91
15.222.27.44	443	443	true	YUL	North America	CA	Montréal	307	5.88
15.222.27.1	443	443	true	YUL	North America	CA	Montréal	313	5.88
15.156.64.162	443	443	true	YUL	North America	CA	Montréal	297	5.87
15.222.12.65	443	443	true	YUL	North America	CA	Montréal	291	5.86
15.156.72.57	443	443	true	YUL	North America	CA	Montréal	275	5.84
15.222.37.196	443	443	true	YUL	North America	CA	Montréal	278	5.83
15.222.21.122	443	443	true	YUL	North America	CA	Montréal	271	5.82
15.222.35.151	443	443	true	YUL	North America	CA	Montréal	293	5.82
15.222.34.111	443	443	true	YUL	North America	CA	Montréal	393	5.80
15.156.79.93	443	443	true	YUL	North America	CA	Montréal	256	5.79
15.222.23.255	443	443	true	YUL	North America	CA	Montréal	317	5.78
15.222.29.9	443	443	true	YUL	North America	CA	Montréal	279	5.76
15.222.39.114	443	443	true	YUL	North America	CA	Montréal	272	5.76
15.222.31.78	443	443	true	YUL	North America	CA	Montréal	389	5.75
15.222.28.243	443	443	true	YUL	North America	CA	Montréal	325	5.74
15.222.20.1	443	443	true	YUL	North America	CA	Montréal	309	5.74
15.222.37.8	443	443	true	YUL	North America	CA	Montréal	301	5.68
15.156.78.131	443	443	true	YUL	North America	CA	Montréal	255	5.63
15.222.33.145	443	443	true	YUL	North America	CA	Montréal	352	5.59
15.222.36.82	443	443	true	YUL	North America	CA	Montréal	384	5.53
15.222.30.57	443	443	true	YUL	North America	CA	Montréal	316	5.47
15.222.20.81	443	443	true	YUL	North America	CA	Montréal	303	5.45
15.222.35.166	443	443	true	YUL	North America	CA	Montréal	313	5.30
15.222.35.8	443	443	true	YUL	North America	CA	Montréal	338	5.24
13.39.112.14	443	443	true	AMS	Europe	NL	Amsterdam	271	2.56
13.233.5.49	443	443	true	BOM	Asia Pacific	IN	Mumbai	124	2.27
16.170.168.131	443	443	true	AMS	Europe	NL	Amsterdam	265	0.51
13.37.108.52	443	443	true	CDG	Europe	FR	Paris	286	0.37
13.53.50.193	443	443	true	CPH	Europe	DK	Copenhagen	237	0.32
16.16.193.247	443	443	true	CPH	Europe	DK	Copenhagen	287	0.23
15.157.7.168	443	443	true	YUL	North America	CA	Montréal	300	0.09
15.156.72.27	443	443	true	YUL	North America	CA	Montréal	269	0.09
13.232.188.194	2087	80	false	ORD	North America	US	Chicago	161	0.00
65.1.111.200	8080	80	false	ORD	North America	US	Chicago	61	0.00
13.232.188.194	8443	80	false	ORD	North America	US	Chicago	160	0.00
13.232.188.194	2083	80	false	ORD	North America	US	Chicago	191	0.00
13.232.188.194	2086	80	false	ORD	North America	US	Chicago	207	0.00
13.232.188.194	2052	80	false	ORD	North America	US	Chicago	141	0.00
13.232.188.194	2095	80	false	ORD	North America	US	Chicago	164	0.00
13.232.188.194	8880	80	false	ORD	North America	US	Chicago	184	0.00
13.232.188.194	443	80	false	ORD	North America	US	Chicago	77	0.00
13.232.188.194	2053	80	false	ORD	North America	US	Chicago	183	0.00
13.232.188.194	2082	80	false	ORD	North America	US	Chicago	166	0.00
13.232.188.194	80	80	false	ORD	North America	US	Chicago	152	0.00
43.204.100.244	80	80	false	ORD	North America	US	Chicago	62	0.00
43.204.100.244	2087	80	false	ORD	North America	US	Chicago	62	0.00
65.1.107.202	8443	80	false	ORD	North America	US	Chicago	61	0.00
65.1.107.202	8080	80	false	ORD	North America	US	Chicago	63	0.00
65.1.111.200	2052	80	false	ORD	North America	US	Chicago	62	0.00
3.110.222.178	2082	80	false	ORD	North America	US	Chicago	63	0.00
3.110.222.178	8080	80	false	ORD	North America	US	Chicago	63	0.00
18.175.245.121	8443	80	false	ORD	North America	US	Chicago	158	0.00
18.175.245.121	2052	80	false	ORD	North America	US	Chicago	154	0.00
44.243.199.104	8080	80	false	ORD	North America	US	Chicago	218	0.00
44.243.199.104	2096	80	false	ORD	North America	US	Chicago	219	0.00
35.94.203.45	443	80	false	ORD	North America	US	Chicago	218	0.00
35.94.148.44	2052	80	false	ORD	North America	US	Chicago	218	0.00
34.219.31.91	443	80	false	ORD	North America	US	Chicago	221	0.00
54.213.127.36	443	80	false	ORD	North America	US	Chicago	219	0.00
35.94.51.10	2082	80	false	ORD	North America	US	Chicago	220	0.00
35.94.148.44	2086	80	false	ORD	North America	US	Chicago	221	0.00
35.89.211.40	8080	80	false	ORD	North America	US	Chicago	222	0.00
54.200.245.220	2052	80	false	ORD	North America	US	Chicago	218	0.00
44.243.199.104	2082	80	false	ORD	North America	US	Chicago	217	0.00
54.200.245.220	8880	80	false	ORD	North America	US	Chicago	217	0.00
44.243.199.104	2087	80	false	ORD	North America	US	Chicago	219	0.00
44.243.199.104	2086	80	false	ORD	North America	US	Chicago	218	0.00
44.243.199.104	2052	80	false	ORD	North America	US	Chicago	219	0.00
44.243.199.104	443	80	false	ORD	North America	US	Chicago	220	0.00
44.243.199.104	2095	80	false	ORD	North America	US	Chicago	218	0.00
44.243.199.104	2083	80	false	ORD	North America	US	Chicago	219	0.00
54.245.175.62	2095	80	false	ORD	North America	US	Chicago	218	0.00
44.243.199.104	2053	80	false	ORD	North America	US	Chicago	219	0.00
54.245.175.62	2087	80	false	ORD	North America	US	Chicago	217	0.00
44.243.199.104	80	80	false	ORD	North America	US	Chicago	220	0.00
54.213.127.36	8080	80	false	ORD	North America	US	Chicago	220	0.00
54.213.127.36	2083	80	false	ORD	North America	US	Chicago	222	0.00
54.213.127.36	8443	80	false	ORD	North America	US	Chicago	221	0.00
35.94.51.10	2053	80	false	ORD	North America	US	Chicago	220	0.00
54.213.127.36	2087	80	false	ORD	North America	US	Chicago	220	0.00
34.221.94.209	8443	80	false	ORD	North America	US	Chicago	218	0.00
54.213.127.36	2086	80	false	ORD	North America	US	Chicago	220	0.00
54.213.127.36	2082	80	false	ORD	North America	US	Chicago	221	0.00
54.213.127.36	2096	80	false	ORD	North America	US	Chicago	219	0.00
35.94.51.10	2087	80	false	ORD	North America	US	Chicago	218	0.00
35.94.51.10	8443	80	false	ORD	North America	US	Chicago	219	0.00
35.94.51.10	2096	80	false	ORD	North America	US	Chicago	220	0.00
35.94.51.10	8880	80	false	ORD	North America	US	Chicago	219	0.00
35.94.51.10	2086	80	false	ORD	North America	US	Chicago	218	0.00
34.219.31.91	80	80	false	ORD	North America	US	Chicago	223	0.00
54.213.127.36	8880	80	false	ORD	North America	US	Chicago	222	0.00
35.94.51.10	2083	80	false	ORD	North America	US	Chicago	220	0.00
54.213.127.36	80	80	false	ORD	North America	US	Chicago	220	0.00
34.219.31.91	2053	80	false	ORD	North America	US	Chicago	223	0.00
34.219.31.91	2052	80	false	ORD	North America	US	Chicago	219	0.00
35.94.51.10	2095	80	false	ORD	North America	US	Chicago	220	0.00
35.94.51.10	2052	80	false	ORD	North America	US	Chicago	220	0.00
34.219.31.91	2086	80	false	ORD	North America	US	Chicago	218	0.00
34.221.94.209	8880	80	false	ORD	North America	US	Chicago	218	0.00
34.219.31.91	8880	80	false	ORD	North America	US	Chicago	221	0.00
34.219.31.91	2095	80	false	ORD	North America	US	Chicago	220	0.00
35.89.211.40	443	80	false	ORD	North America	US	Chicago	221	0.00
34.222.50.235	80	80	false	ORD	North America	US	Chicago	220	0.00
34.219.31.91	8443	80	false	ORD	North America	US	Chicago	224	0.00
34.222.50.235	2086	80	false	ORD	North America	US	Chicago	219	0.00
34.219.31.91	2083	80	false	ORD	North America	US	Chicago	219	0.00
34.219.31.91	2082	80	false	ORD	North America	US	Chicago	221	0.00
35.94.203.45	2087	80	false	ORD	North America	US	Chicago	221	0.00
35.94.203.45	2086	80	false	ORD	North America	US	Chicago	219	0.00
34.219.31.91	8080	80	false	ORD	North America	US	Chicago	219	0.00
35.94.203.45	80	80	false	ORD	North America	US	Chicago	219	0.00
35.94.203.45	2083	80	false	ORD	North America	US	Chicago	218	0.00
35.94.203.45	2095	80	false	ORD	North America	US	Chicago	217	0.00
35.94.148.44	8443	80	false	ORD	North America	US	Chicago	220	0.00
35.94.203.45	2053	80	false	ORD	North America	US	Chicago	222	0.00
35.94.203.45	2082	80	false	ORD	North America	US	Chicago	218	0.00
35.94.203.45	2052	80	false	ORD	North America	US	Chicago	221	0.00
35.94.203.45	8880	80	false	ORD	North America	US	Chicago	222	0.00
35.94.148.44	8080	80	false	ORD	North America	US	Chicago	222	0.00
35.94.148.44	2095	80	false	ORD	North America	US	Chicago	222	0.00
35.94.148.44	8880	80	false	ORD	North America	US	Chicago	223	0.00
35.94.148.44	80	80	false	ORD	North America	US	Chicago	223	0.00
35.94.148.44	2083	80	false	ORD	North America	US	Chicago	219	0.00
35.94.148.44	2096	80	false	ORD	North America	US	Chicago	220	0.00
35.94.148.44	2082	80	false	ORD	North America	US	Chicago	222	0.00
35.94.203.45	8443	80	false	ORD	North America	US	Chicago	217	0.00
35.94.148.44	443	80	false	ORD	North America	US	Chicago	222	0.00
15.206.209.20	8080	80	false	ORD	North America	US	Chicago	156	0.00
15.206.209.20	8443	80	false	ORD	North America	US	Chicago	83	0.00
15.206.209.20	8880	80	false	ORD	North America	US	Chicago	230	0.00
15.206.209.20	2086	80	false	ORD	North America	US	Chicago	86	0.00
15.206.209.20	80	80	false	ORD	North America	US	Chicago	106	0.00
15.206.209.20	2096	80	false	ORD	North America	US	Chicago	188	0.00
15.206.209.20	2095	80	false	ORD	North America	US	Chicago	106	0.00
65.0.124.198	2083	80	false	ORD	North America	US	Chicago	158	0.00
65.0.124.198	8880	80	false	ORD	North America	US	Chicago	159	0.00
13.40.160.140	8443	80	false	ORD	North America	US	Chicago	217	0.00
13.40.160.140	2095	80	false	ORD	North America	US	Chicago	156	0.00
13.40.160.140	8080	80	false	ORD	North America	US	Chicago	215	0.00
13.40.160.140	2096	80	false	ORD	North America	US	Chicago	169	0.00
13.40.160.140	2083	80	false	ORD	North America	US	Chicago	175	0.00
13.40.160.140	80	80	false	ORD	North America	US	Chicago	187	0.00
13.40.160.140	2082	80	false	ORD	North America	US	Chicago	158	0.00
13.40.160.140	8880	80	false	ORD	North America	US	Chicago	215	0.00
13.40.160.140	2087	80	false	ORD	North America	US	Chicago	155	0.00
13.215.80.221	2083	80	false	SIN	Asia Pacific	SG	Singapore	38	0.00
96.0.147.177	80	80	false	MNL	Asia Pacific	PH	Manila	80	0.00
15.165.63.136	2053	80	false	ICN	Asia Pacific	KR	Seoul	81	0.00
96.0.147.177	443	80	false	MNL	Asia Pacific	PH	Manila	82	0.00
13.215.80.221	2086	80	false	SIN	Asia Pacific	SG	Singapore	83	0.00
13.236.104.165	2053	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.238.235.196	2053	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.236.104.165	2087	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.55.237.163	2095	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.55.237.163	2052	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.55.237.163	2083	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.55.237.163	2087	80	false	SYD	Oceania	AU	Sydney	92	0.00
13.55.237.163	2082	80	false	SYD	Oceania	AU	Sydney	93	0.00
13.54.173.154	2087	80	false	SYD	Oceania	AU	Sydney	93	0.00
13.55.238.1	2087	80	false	SYD	Oceania	AU	Sydney	93	0.00
13.211.0.227	2052	80	false	SYD	Oceania	AU	Sydney	94	0.00
13.55.237.163	2086	80	false	SYD	Oceania	AU	Sydney	94	0.00
13.55.238.1	2095	80	false	SYD	Oceania	AU	Sydney	95	0.00
13.237.94.188	2053	80	false	SYD	Oceania	AU	Sydney	95	0.00
13.236.104.165	2096	80	false	SYD	Oceania	AU	Sydney	96	0.00
13.55.237.163	2096	80	false	SYD	Oceania	AU	Sydney	96	0.00
13.55.238.1	2096	80	false	SYD	Oceania	AU	Sydney	97	0.00
13.211.0.227	2087	80	false	SYD	Oceania	AU	Sydney	98	0.00
13.54.173.154	2082	80	false	SYD	Oceania	AU	Sydney	99	0.00
65.0.144.242	2082	80	false	BOM	Asia Pacific	IN	Mumbai	99	0.00
13.238.235.196	2086	80	false	SYD	Oceania	AU	Sydney	100	0.00
65.0.144.242	2087	80	false	BOM	Asia Pacific	IN	Mumbai	100	0.00
13.55.59.224	2082	80	false	SYD	Oceania	AU	Sydney	102	0.00
13.215.80.221	2096	80	false	SIN	Asia Pacific	SG	Singapore	102	0.00
13.237.94.188	2096	80	false	SYD	Oceania	AU	Sydney	104	0.00
13.238.235.196	2095	80	false	SYD	Oceania	AU	Sydney	105	0.00
13.238.235.196	2083	80	false	SYD	Oceania	AU	Sydney	105	0.00
13.238.235.196	2096	80	false	SYD	Oceania	AU	Sydney	106	0.00
13.250.38.94	80	80	false	SIN	Asia Pacific	SG	Singapore	109	0.00
13.237.94.188	2083	80	false	SYD	Oceania	AU	Sydney	109	0.00
13.238.235.196	2087	80	false	SYD	Oceania	AU	Sydney	116	0.00
13.238.235.196	2082	80	false	SYD	Oceania	AU	Sydney	118	0.00
13.54.173.154	2086	80	false	SYD	Oceania	AU	Sydney	118	0.00
13.231.164.140	8080	80	false	NRT	Asia Pacific	JP	Tokyo	120	0.00
13.55.59.224	2096	80	false	SYD	Oceania	AU	Sydney	121	0.00
15.165.63.136	2052	80	false	ICN	Asia Pacific	KR	Seoul	122	0.00
13.55.59.224	2052	80	false	SYD	Oceania	AU	Sydney	124	0.00
13.54.173.154	2095	80	false	SYD	Oceania	AU	Sydney	124	0.00
13.236.104.165	2052	80	false	SYD	Oceania	AU	Sydney	126	0.00
13.211.0.227	2095	80	false	SYD	Oceania	AU	Sydney	127	0.00
13.237.223.44	2052	80	false	SYD	Oceania	AU	Sydney	127	0.00
13.211.0.227	2086	80	false	SYD	Oceania	AU	Sydney	129	0.00
13.211.0.227	2053	80	false	SYD	Oceania	AU	Sydney	130	0.00
15.165.63.136	2095	80	false	ICN	Asia Pacific	KR	Seoul	130	0.00
13.215.80.221	2082	80	false	SIN	Asia Pacific	SG	Singapore	132	0.00
13.211.0.227	2083	80	false	SYD	Oceania	AU	Sydney	132	0.00
13.236.104.165	2082	80	false	SYD	Oceania	AU	Sydney	135	0.00
13.237.94.188	2086	80	false	SYD	Oceania	AU	Sydney	136	0.00
13.238.235.196	2052	80	false	SYD	Oceania	AU	Sydney	137	0.00
13.230.34.30	80	80	false	NRT	Asia Pacific	JP	Tokyo	140	0.00
13.55.237.163	2053	80	false	SYD	Oceania	AU	Sydney	140	0.00
13.215.80.221	2095	80	false	SIN	Asia Pacific	SG	Singapore	141	0.00
13.211.0.227	2096	80	false	SYD	Oceania	AU	Sydney	143	0.00
13.237.94.188	2052	80	false	SYD	Oceania	AU	Sydney	143	0.00
13.237.94.188	2082	80	false	SYD	Oceania	AU	Sydney	146	0.00
13.237.94.188	2095	80	false	SYD	Oceania	AU	Sydney	150	0.00
13.236.104.165	2083	80	false	SYD	Oceania	AU	Sydney	152	0.00
176.116.21.88	2052	80	false	LHR	Europe	GB	London	152	0.00
176.116.21.76	2052	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.136	2095	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.124	2052	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.232	2053	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.19	2086	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.152	2082	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.220	2083	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.92	2082	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.89	2083	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.180	2095	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.100	2052	80	false	LHR	Europe	GB	London	153	0.00
176.116.21.105	2086	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.152	2095	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.104	2082	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.127	2082	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.81	2096	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.131	2052	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.147	2096	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.74	2086	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.124	2095	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.123	2087	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.123	2083	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.101	2096	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.139	2096	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.74	2087	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.87	2052	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.129	2053	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.185	2083	80	false	LHR	Europe	GB	London	154	0.00
176.116.21.83	2095	80	false	LHR	Europe	GB	London	154	0.00
13.211.0.227	2082	80	false	SYD	Oceania	AU	Sydney	155	0.00
176.116.21.141	2087	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.103	2096	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.101	2095	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.93	2087	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.180	2087	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.109	2053	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.180	2052	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.137	2087	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.151	2086	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.74	2082	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.157	2052	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.85	2086	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.131	2053	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.157	2096	80	false	LHR	Europe	GB	London	155	0.00
